HGNC ID	Approved Symbol	UniProt ID(supplied by UniProt)
HGNC:7975	NR2F1	P10589
HGNC:48622	NR2F1-AS1	
HGNC:7976	NR2F2	P24468
HGNC:44222	NR2F2-AS1	
HGNC:7977	NR2F6	P10588
HGNC:7978	NR3C1	P04150
HGNC:4592	NR3C1P1	
HGNC:7979	NR3C2	P08235
HGNC:7980	NR4A1	P22736
HGNC:7981	NR4A2	P43354
HGNC:7982	NR4A3	Q92570
HGNC:7983	NR5A1	Q13285
HGNC:7984	NR5A2	O00482
HGNC:7985	NR6A1	Q15406
HGNC:19337	NRADDP	
HGNC:7988	NRAP	Q86VF7
HGNC:33843	NRARP	Q7Z6K4
HGNC:7989	NRAS	P01111
HGNC:48588	NRAV	
HGNC:7960	NR0B1	P51843
HGNC:7961	NR0B2	Q15466
HGNC:19692	NRBF2	Q96F24
HGNC:44604	NRBF2P1	
HGNC:44605	NRBF2P2	
HGNC:44606	NRBF2P3	
HGNC:44607	NRBF2P4	
HGNC:44683	NRBF2P5	
HGNC:7993	NRBP1	Q9UHY1
HGNC:19339	NRBP2	Q9NSY0
HGNC:7994	NRCAM	Q92823
HGNC:7995	NRDC	O43847
HGNC:20186	NRDE2	Q9H7Z3
HGNC:16834	NREP	Q16612
HGNC:40780	NREP-AS1	
HGNC:7996	NRF1	Q16656
HGNC:7997	NRG1	Q02297
HGNC:43633	NRG1-IT1	
HGNC:43635	NRG1-IT3	
HGNC:7998	NRG2	O14511
HGNC:7999	NRG3	P56975
HGNC:31429	NRG3-AS1	
HGNC:29862	NRG4	Q8WWG1
HGNC:8000	NRGN	Q92686
HGNC:8001	NRIP1	P48552
HGNC:23078	NRIP2	Q9BQI9
HGNC:1167	NRIP3	Q9NQ35
HGNC:51269	NRIR	
HGNC:25391	NRK	Q7Z2Y5
HGNC:8002	NRL	P54845
HGNC:8003	NRM	Q8IXM6
HGNC:17972	NRN1	Q9NPD7
HGNC:29811	NRN1L	Q496H8
HGNC:37079	NRON	
HGNC:8004	NRP1	O14786
HGNC:8005	NRP2	O60462
HGNC:24613	NRROS	Q86YC3
HGNC:17881	NRSN1	Q8IZ57
HGNC:16229	NRSN2	Q9GZP1
HGNC:51222	NRSN2-AS1	
HGNC:8007	NRTN	Q99748
HGNC:8008	NRXN1	P58400
HGNC:8009	NRXN2	P58401
HGNC:8010	NRXN3	Q9HDB5
HGNC:30728	NSA2	O95478
HGNC:14234	NSD1	Q96L73
HGNC:13398	NSDHL	Q15738
HGNC:8016	NSF	P46459
HGNC:15912	NSFL1C	Q9UNZ2
HGNC:31405	NSFP1	
HGNC:24548	NSL1	Q96IY1
HGNC:8017	NSMAF	Q92636
HGNC:29897	NSMCE1	Q8WV22
HGNC:26513	NSMCE2	Q96MF7
HGNC:7677	NSMCE3	Q96MG7
HGNC:25935	NSMCE4A	Q9NXX6
HGNC:29843	NSMF	Q6X4W1
HGNC:25305	NSRP1	Q9H0G5
HGNC:38087	NSRP1P1	
HGNC:25994	NSUN2	Q08J23
HGNC:26208	NSUN3	Q9H649
HGNC:31802	NSUN4	Q96CB9
HGNC:16385	NSUN5	Q96P11
HGNC:19146	NSUN5P1	Q3KNT7
HGNC:16609	NSUN5P2	Q63ZY6
HGNC:23529	NSUN6	Q8TEA1
HGNC:25857	NSUN7	Q8NE18
HGNC:8020	NT3	
HGNC:17144	NT5C	Q8TCD5
HGNC:17819	NT5C1A	Q9BXI3
HGNC:17818	NT5C1B	Q96P26
HGNC:38831	NT5C1B-RDH14	
HGNC:8022	NT5C2	P49902
HGNC:17820	NT5C3A	Q9H0P0
HGNC:18530	NT5C3AP1	
HGNC:28300	NT5C3B	Q969T7
HGNC:20046	NT5CP1	
HGNC:20047	NT5CP2	
HGNC:39789	NT5CP3	
HGNC:21556	NT5DC1	Q5TFE4
HGNC:25717	NT5DC2	Q9H857
HGNC:30826	NT5DC3	Q86UY8
HGNC:27678	NT5DC4	Q86YG4
HGNC:8021	NT5E	P21589
HGNC:15769	NT5M	Q9NPB1
HGNC:29909	NTAN1	Q96AB6
HGNC:45261	NTAN1P1	
HGNC:45262	NTAN1P2	
HGNC:45263	NTAN1P3	
HGNC:8023	NTF3	P20783
HGNC:8024	NTF4	P34130
HGNC:8025	NTF6A	
HGNC:8026	NTF6B	
HGNC:8027	NTF6G	
HGNC:8028	NTHL1	P78549
HGNC:17941	NTM	Q9P121
HGNC:32293	NTM-AS1	Q6ZSK4
HGNC:41437	NTM-IT	
HGNC:23373	NTMT1	Q9BV86
HGNC:8029	NTN1	O95631
HGNC:8030	NTN3	O00634
HGNC:13658	NTN4	Q9HB63
HGNC:25208	NTN5	Q8WTR8
HGNC:23319	NTNG1	Q9Y2I2
HGNC:14288	NTNG2	Q96CW9
HGNC:28204	NTPCR	Q9BSD7
HGNC:8031	NTRK1	P04629
HGNC:8032	NTRK2	Q16620
HGNC:8033	NTRK3	Q16288
HGNC:27532	NTRK3-AS1	
HGNC:8038	NTS	P30990
HGNC:8039	NTSR1	P30989
HGNC:8040	NTSR2	O95665
HGNC:14311	NUAK1	O60285
HGNC:29558	NUAK2	Q9H093
HGNC:17623	NUB1	Q9Y5A7
HGNC:8041	NUBP1	P53384
HGNC:8042	NUBP2	Q9Y5Y2
HGNC:20278	NUBPL	Q8TB37
HGNC:8043	NUCB1	Q02818
HGNC:40419	NUCB1-AS1	
HGNC:8044	NUCB2	P80303
HGNC:29923	NUCKS1	Q9H1E3
HGNC:51943	NUCKS1P1	
HGNC:8045	NUDC	Q9Y266
HGNC:24306	NUDCD1	Q96RS6
HGNC:30535	NUDCD2	Q8WVJ2
HGNC:22208	NUDCD3	Q8IVD9
HGNC:8046	NUDCP1	
HGNC:8047	NUDCP2	
HGNC:8048	NUDT1	P36639
HGNC:8049	NUDT2	P50583
HGNC:8050	NUDT3	O95989
HGNC:8051	NUDT4	Q9NZJ9
HGNC:18012	NUDT4P1	
HGNC:18013	NUDT4P2	
HGNC:8052	NUDT5	Q9UKK9
HGNC:8053	NUDT6	P53370
HGNC:8054	NUDT7	P0C024
HGNC:8055	NUDT8	Q8WV74
HGNC:8056	NUDT9	Q9BW91
HGNC:28523	NUDT9P1	
HGNC:17621	NUDT10	Q8NFP7
HGNC:18011	NUDT11	Q96G61
HGNC:18826	NUDT12	Q9BQG2
HGNC:18827	NUDT13	Q86X67
HGNC:20141	NUDT14	O95848
HGNC:23063	NUDT15	Q9NV35
HGNC:17266	NUDT15P1	
HGNC:20784	NUDT15P2	
HGNC:26442	NUDT16	Q96DE0
HGNC:28154	NUDT16L1	Q9BRJ7
HGNC:27189	NUDT16P1	
HGNC:26618	NUDT17	P0C025
HGNC:26194	NUDT18	Q6ZVK8
HGNC:32036	NUDT19	A8MXV4
HGNC:43585	NUDT19P1	
HGNC:43586	NUDT19P2	
HGNC:43587	NUDT19P3	
HGNC:43588	NUDT19P4	
HGNC:43589	NUDT19P5	
HGNC:13870	NUDT21	O43809
HGNC:39461	NUDT21P1	
HGNC:28189	NUDT22	Q9BRQ3
HGNC:14621	NUF2	Q9BZD4
HGNC:8057	NUFIP1	Q9UHK0
HGNC:8058	NUFIP1P	
HGNC:17634	NUFIP2	Q7Z417
HGNC:33550	NUGGC	Q68CJ6
HGNC:8059	NUMA1	Q14980
HGNC:8060	NUMB	P49757
HGNC:8061	NUMBL	Q9Y6R0
HGNC:29797	NUP35	Q8NFH5
HGNC:29929	NUP37	Q8NFH4
HGNC:21182	NUP43	Q8NFH3
HGNC:8065	NUP50	Q9UKX7
HGNC:50502	NUP50-AS1	
HGNC:20025	NUP50P1	
HGNC:29928	NUP50P2	
HGNC:29927	NUP50P3	
HGNC:17359	NUP54	Q7Z3B4
HGNC:20261	NUP58	Q9BVL2
HGNC:44052	NUP58P1	
HGNC:8066	NUP62	P37198
HGNC:25960	NUP62CL	Q9H1M0
HGNC:8734	NUP85	Q9BW27
HGNC:8067	NUP88	Q99567
HGNC:28958	NUP93	Q8N1F7
HGNC:8068	NUP98	P52948
HGNC:29914	NUP107	P57740
HGNC:18016	NUP133	Q8WUM0
HGNC:8062	NUP153	P49790
HGNC:8063	NUP155	O75694
HGNC:18017	NUP160	Q12769
HGNC:17859	NUP188	Q5SRE5
HGNC:18658	NUP205	Q92621
HGNC:30052	NUP210	Q8TEM1
HGNC:29915	NUP210L	Q5VU65
HGNC:27399	NUP210P1	
HGNC:42707	NUP210P2	
HGNC:42712	NUP210P3	
HGNC:8064	NUP214	P35658
HGNC:17010	NUPL2	O15504
HGNC:29990	NUPR1	O60356
HGNC:44164	NUPR2	A6NF83
HGNC:21042	NUS1	Q96E22
HGNC:38472	NUS1P1	
HGNC:38473	NUS1P2	
HGNC:30934	NUS1P3	
HGNC:38474	NUS1P4	
HGNC:18538	NUSAP1	Q9BXS6
HGNC:13722	NUTF2	P61970
HGNC:19934	NUTF2P2	
HGNC:50452	NUTF2P3	
HGNC:50453	NUTF2P4	
HGNC:50454	NUTF2P5	
HGNC:50455	NUTF2P6	
HGNC:50458	NUTF2P7	
HGNC:50457	NUTF2P8	
HGNC:29919	NUTM1	Q86Y26
HGNC:23438	NUTM2A	Q8IVF1
HGNC:45161	NUTM2A-AS1	
HGNC:23445	NUTM2B	A6NNL0
HGNC:51204	NUTM2B-AS1	
HGNC:23447	NUTM2D	Q5VT03
HGNC:23448	NUTM2E	B1AL46
HGNC:23450	NUTM2F	A1L443
HGNC:23449	NUTM2G	Q5VZR2
HGNC:45017	NUTM2HP	
HGNC:8070	NVL	O15381
HGNC:27619	NWD1	Q149M9
HGNC:29229	NWD2	Q9ULI1
HGNC:8071	NXF1	Q9UBU9
HGNC:8072	NXF2	Q9GZY0
HGNC:23984	NXF2B	Q9GZY0
HGNC:8073	NXF3	Q9H4D5
HGNC:8074	NXF4	
HGNC:8075	NXF5	Q9H1B4
HGNC:18008	NXN	Q6DKJ4
HGNC:25179	NXNL1	Q96CM4
HGNC:30482	NXNL2	Q5VZ03
HGNC:50561	NXNP1	
HGNC:28527	NXPE1	Q8N323
HGNC:26331	NXPE2	Q96DL1
HGNC:44082	NXPE2P1	
HGNC:28238	NXPE3	Q969Y0
HGNC:23117	NXPE4	Q6UWF7
HGNC:20693	NXPH1	P58417
HGNC:8076	NXPH2	O95156
HGNC:8077	NXPH3	O95157
HGNC:8078	NXPH4	O95158
HGNC:15913	NXT1	Q9UKK6
HGNC:39708	NXT1P1	
HGNC:18151	NXT2	Q9NPJ8
HGNC:22009	NYAP1	Q6ZVC0
HGNC:29291	NYAP2	Q9P242
HGNC:20165	NYNRIN	Q9P2P1
HGNC:8080	NYS2	
HGNC:8081	NYS3	
HGNC:19188	NYS4	
HGNC:8082	NYX	Q9GZU5
HGNC:8084	OA3	
HGNC:44362	OACYLP	
HGNC:28752	OAF	Q86UD1
HGNC:8085	OAP	
HGNC:21257	OARD1	Q9Y530
HGNC:8086	OAS1	P00973
HGNC:8087	OAS2	P29728
HGNC:8088	OAS3	Q9Y6K5
HGNC:8089	OASD	
HGNC:8090	OASL	Q15646
HGNC:8091	OAT	P04181
HGNC:8094	OATP1	
HGNC:8095	OAZ1	P54368
HGNC:8096	OAZ2	O95190
HGNC:8097	OAZ3	Q9UMX2
HGNC:26200	OBFC1	Q9H668
HGNC:23380	OBP2A	Q9NY56
HGNC:23381	OBP2B	Q9NPH6
HGNC:15719	OBSCN	Q5VST9
HGNC:29092	OBSL1	O75147
HGNC:8100	OC90	Q02509
HGNC:8101	OCA2	Q04671
HGNC:44139	OCA5	
HGNC:26221	OCEL1	Q9H607
HGNC:16074	OCIAD1	Q9NX40
HGNC:40751	OCIAD1-AS1	
HGNC:28685	OCIAD2	Q56VL3
HGNC:31827	OCIAD2P1	
HGNC:8103	OCLM	Q9Y5M6
HGNC:8104	OCLN	Q16625
HGNC:8105	OCM	P0CE72
HGNC:34396	OCM2	P0CE71
HGNC:8108	OCRL	Q01968
HGNC:16116	OCSTAMP	Q9BR26
HGNC:26043	ODAM	A1E959
HGNC:8109	ODC1	P11926
HGNC:8110	ODCP	
HGNC:8113	ODF1	Q14990
HGNC:8114	ODF2	Q5BJF6
HGNC:49461	ODF2-AS1	
HGNC:29225	ODF2L	Q9ULJ1
HGNC:19905	ODF3	Q96PU9
HGNC:34388	ODF3B	A8MYP8
HGNC:28735	ODF3L1	Q8IXM7
HGNC:26841	ODF3L2	Q3SX64
HGNC:19056	ODF4	Q2M2E3
HGNC:8118	OED	
HGNC:8120	OFC1	
HGNC:8121	OFC2	
HGNC:8122	OFC3	
HGNC:21017	OFCC1	Q8IZS5
HGNC:2567	OFD1	O75665
HGNC:23873	OFD1P1Y	
HGNC:23874	OFD1P2Y	
HGNC:23875	OFD1P3Y	
HGNC:23876	OFD1P4Y	
HGNC:23877	OFD1P5Y	
HGNC:13657	OFD1P6Y	
HGNC:23879	OFD1P7Y	
HGNC:23880	OFD1P8Y	
HGNC:23881	OFD1P9Y	
HGNC:23882	OFD1P10Y	
HGNC:23883	OFD1P11Y	
HGNC:23884	OFD1P12Y	
HGNC:23885	OFD1P13Y	
HGNC:23886	OFD1P14Y	
HGNC:23887	OFD1P15Y	
HGNC:18213	OFD1P16Y	
HGNC:1332	OFD1P17	
HGNC:2589	OFD1P18Y	
HGNC:8124	OGDH	Q02218
HGNC:25590	OGDHL	Q9ULD0
HGNC:25585	OGFOD1	Q8N543
HGNC:39202	OGFOD1P1	
HGNC:25823	OGFOD2	Q6N063
HGNC:26174	OGFOD3	Q6PK18
HGNC:15768	OGFR	Q9NZT2
HGNC:40724	OGFR-AS1	
HGNC:21378	OGFRL1	Q5TC84
HGNC:50511	OGFRP1	
HGNC:8125	OGG1	O15527
HGNC:8126	OGN	P20774
HGNC:8127	OGT	O15294
HGNC:20300	OIP5	O43482
HGNC:43563	OIP5-AS1	
HGNC:29953	OIT3	Q8WWZ8
HGNC:28833	OLA1	Q9NTK5
HGNC:45274	OLA1P1	
HGNC:45277	OLA1P2	
HGNC:45278	OLA1P3	
HGNC:25625	OLAH	Q9NV23
HGNC:17187	OLFM1	Q99784
HGNC:17189	OLFM2	O95897
HGNC:17990	OLFM3	Q96PB7
HGNC:17190	OLFM4	Q6UX06
HGNC:51927	OLFM5P	
HGNC:24473	OLFML1	Q6UWY5
HGNC:27270	OLFML2A	Q68BL7
HGNC:24558	OLFML2B	Q68BL8
HGNC:24956	OLFML3	Q9NRN5
HGNC:16983	OLIG1	Q8TAK6
HGNC:9398	OLIG2	Q13516
HGNC:18003	OLIG3	Q7RTU3
HGNC:28060	OLMALINC	
HGNC:8133	OLR1	P78380
HGNC:29661	OMA1	Q96E52
HGNC:8134	OMD	Q99983
HGNC:8135	OMG	P23515
HGNC:8136	OMP	P47874
HGNC:8138	ONECUT1	Q9UBC0
HGNC:8139	ONECUT2	O95948
HGNC:13399	ONECUT3	O60422
HGNC:21382	OOEP	A6NGQ2
HGNC:39192	OOEP-AS1	
HGNC:49233	OOSP1	A8MZH6
HGNC:49240	OOSP1P1	
HGNC:49241	OOSP1P2	
HGNC:26699	OOSP2	Q86WS3
HGNC:8140	OPA1	O60313
HGNC:40421	OPA1-AS1	
HGNC:8141	OPA2	
HGNC:8142	OPA3	Q9H6K4
HGNC:32786	OPA4	
HGNC:32787	OPA5	
HGNC:33170	OPA6	
HGNC:39750	OPA8	
HGNC:20707	OPALIN	Q96PE5
HGNC:8143	OPCML	Q14982
HGNC:41366	OPCML-IT1	
HGNC:41365	OPCML-IT2	
HGNC:8146	OPEM	
HGNC:8148	OPHN1	O60890
HGNC:8149	OPLAH	O14841
HGNC:9936	OPN1LW	P04000
HGNC:4206	OPN1MW	P04001
HGNC:26952	OPN1MW2	P04001
HGNC:51831	OPN1MW3	
HGNC:1012	OPN1SW	P03999
HGNC:14007	OPN3	Q9H1Y3
HGNC:14449	OPN4	Q9UHM6
HGNC:19992	OPN5	Q6U736
HGNC:8153	OPRD1	P41143
HGNC:8154	OPRK1	P41145
HGNC:8155	OPRL1	P41146
HGNC:8156	OPRM1	P35372
HGNC:8158	OPTC	Q9UBM4
HGNC:17142	OPTN	Q96CV9
HGNC:8179	OR1A1	Q9P1Q5
HGNC:8180	OR1A2	Q9Y585
HGNC:14750	OR1AA1P	
HGNC:15390	OR1AB1P	
HGNC:31243	OR1AC1P	
HGNC:8181	OR1B1	Q8NGR6
HGNC:8182	OR1C1	Q15619
HGNC:8183	OR1D2	P34982
HGNC:8184	OR1D3P	
HGNC:8185	OR1D4	P47884
HGNC:8186	OR1D5	P58170
HGNC:8189	OR1E1	P30953
HGNC:8190	OR1E2	P47887
HGNC:8191	OR1E3	Q8WZA6
HGNC:8194	OR1F1	O43749
HGNC:8196	OR1F2P	Q96R84
HGNC:13964	OR1F12	Q8NHA8
HGNC:8204	OR1G1	P47890
HGNC:8206	OR1H1P	
HGNC:8207	OR1I1	O60431
HGNC:8208	OR1J1	Q8NGS3
HGNC:8209	OR1J2	Q8NGS2
HGNC:8211	OR1J4	Q8NGS1
HGNC:8212	OR1K1	Q8NGR3
HGNC:8213	OR1L1	Q8NH94
HGNC:8215	OR1L3	Q8NH93
HGNC:8216	OR1L4	Q8NGR5
HGNC:8218	OR1L6	Q8NGR2
HGNC:15110	OR1L8	Q8NGR8
HGNC:8220	OR1M1	Q8NGA1
HGNC:31244	OR1M4P	
HGNC:8221	OR1N1	Q8NGS0
HGNC:15111	OR1N2	Q8NGR9
HGNC:8222	OR1P1	Q8NH06
HGNC:8223	OR1Q1	Q15612
HGNC:8226	OR1R1P	
HGNC:8227	OR1S1	Q8NH92
HGNC:15141	OR1S2	Q8NGQ3
HGNC:15062	OR1X1P	
HGNC:31245	OR1X5P	
HGNC:8229	OR2A1	Q8NGT9
HGNC:49168	OR2A1-AS1	
HGNC:8230	OR2A2	Q6IF42
HGNC:8231	OR2A3P	
HGNC:14729	OR2A4	O95047
HGNC:8232	OR2A5	Q96R48
HGNC:8234	OR2A7	Q96R45
HGNC:8236	OR2A9P	
HGNC:15082	OR2A12	Q8NGT7
HGNC:15083	OR2A13P	
HGNC:15084	OR2A14	Q96R47
HGNC:15085	OR2A15P	
HGNC:15413	OR2A20P	
HGNC:19562	OR2A25	A4D2G3
HGNC:31246	OR2A41P	
HGNC:31230	OR2A42	Q8NGT9
HGNC:14749	OR2AD1P	
HGNC:15087	OR2AE1	Q8NHA4
HGNC:14719	OR2AF1P	
HGNC:15142	OR2AG1	Q9H205
HGNC:15143	OR2AG2	A6NM03
HGNC:15144	OR2AH1P	
HGNC:15063	OR2AI1P	
HGNC:15001	OR2AJ1	Q8NGZ0
HGNC:19569	OR2AK2	Q8NG84
HGNC:14712	OR2AL1P	
HGNC:15113	OR2AM1P	
HGNC:31247	OR2AO1P	
HGNC:15335	OR2AP1	Q8NGE2
HGNC:15003	OR2AQ1P	
HGNC:15004	OR2AS1P	
HGNC:31248	OR2AS2P	
HGNC:15145	OR2AT1P	
HGNC:19619	OR2AT2P	
HGNC:19620	OR2AT4	A6NND4
HGNC:13966	OR2B2	Q9GZK3
HGNC:8238	OR2B3	O76000
HGNC:8239	OR2B4P	
HGNC:8241	OR2B6	P58173
HGNC:13967	OR2B7P	
HGNC:13968	OR2B8P	P59922
HGNC:31249	OR2B11	Q5JQS5
HGNC:31250	OR2BH1P	
HGNC:8242	OR2C1	O95371
HGNC:15005	OR2C3	Q8N628
HGNC:8244	OR2D2	Q9H210
HGNC:15146	OR2D3	Q8NGH3
HGNC:15507	OR2E1P	
HGNC:8246	OR2F1	Q13607
HGNC:8247	OR2F2	O95006
HGNC:8251	OR2G1P	
HGNC:15007	OR2G2	Q8NGZ5
HGNC:15008	OR2G3	Q8NGZ4
HGNC:27019	OR2G6	Q5TZ20
HGNC:8252	OR2H1	Q9GZK4
HGNC:8253	OR2H2	O95918
HGNC:8255	OR2H4P	
HGNC:8256	OR2H5P	
HGNC:8258	OR2I1P	Q8NGU4
HGNC:8259	OR2J1	Q9GZK6
HGNC:8260	OR2J2	O76002
HGNC:8261	OR2J3	O76001
HGNC:8262	OR2J4P	
HGNC:8264	OR2K2	Q8NGT1
HGNC:8265	OR2L1P	
HGNC:8266	OR2L2	Q8NH16
HGNC:15009	OR2L3	Q8NG85
HGNC:15011	OR2L5	Q8NG80
HGNC:15012	OR2L6P	
HGNC:15014	OR2L8	Q8NGY9
HGNC:15015	OR2L9P	
HGNC:19578	OR2L13	Q8N349
HGNC:8267	OR2M1P	
HGNC:8268	OR2M2	Q96R28
HGNC:8269	OR2M3	Q8NG83
HGNC:8270	OR2M4	Q96R27
HGNC:19576	OR2M5	A3KFT3
HGNC:19594	OR2M7	Q8NG81
HGNC:8271	OR2N1P	
HGNC:8272	OR2P1P	
HGNC:8273	OR2Q1P	
HGNC:8274	OR2R1P	
HGNC:8275	OR2S1P	
HGNC:8276	OR2S2	Q9NQN1
HGNC:8277	OR2T1	O43869
HGNC:14725	OR2T2	Q6IF00
HGNC:14727	OR2T3	Q8NH03
HGNC:15016	OR2T4	Q8NH00
HGNC:15017	OR2T5	Q6IEZ7
HGNC:15018	OR2T6	Q8NHC8
HGNC:15019	OR2T7	P0C7T2
HGNC:15020	OR2T8	A6NH00
HGNC:19573	OR2T10	Q8NGZ9
HGNC:19574	OR2T11	Q8NH01
HGNC:19592	OR2T12	Q8NG77
HGNC:31252	OR2T27	Q8NH04
HGNC:31253	OR2T29	Q8NH02
HGNC:31254	OR2T32P	
HGNC:31255	OR2T33	Q8NG76
HGNC:31256	OR2T34	Q8NGX1
HGNC:31257	OR2T35	Q8NGX2
HGNC:8278	OR2U1P	
HGNC:8279	OR2U2P	
HGNC:8280	OR2V1	Q8NHB1
HGNC:15341	OR2V2	Q96R30
HGNC:8281	OR2W1	Q9Y3N9
HGNC:13970	OR2W2P	
HGNC:15021	OR2W3	Q7Z3T1
HGNC:15071	OR2W4P	
HGNC:15424	OR2W5	A6NFC9
HGNC:15072	OR2W6P	Q8NHA6
HGNC:31258	OR2X1P	
HGNC:14837	OR2Y1	Q8NGV0
HGNC:15391	OR2Z1	Q8NG97
HGNC:8282	OR3A1	P47881
HGNC:8283	OR3A2	P47893
HGNC:8284	OR3A3	P47888
HGNC:15510	OR3A4P	P47883
HGNC:8286	OR3A5P	
HGNC:14839	OR3B1P	
HGNC:25339	OR3D1P	
HGNC:8289	OR4A1P	
HGNC:15159	OR4A2P	
HGNC:15160	OR4A3P	
HGNC:15161	OR4A4P	Q8NGN8
HGNC:15162	OR4A5	Q8NH83
HGNC:15163	OR4A6P	
HGNC:15164	OR4A7P	
HGNC:15165	OR4A8	P0C604
HGNC:15166	OR4A9P	
HGNC:15147	OR4A10P	
HGNC:15148	OR4A11P	
HGNC:15149	OR4A12P	
HGNC:15150	OR4A13P	
HGNC:15151	OR4A14P	
HGNC:15152	OR4A15	Q8NGL6
HGNC:15153	OR4A16	Q8NH70
HGNC:15154	OR4A17P	
HGNC:15155	OR4A18P	
HGNC:15156	OR4A19P	
HGNC:15158	OR4A21P	
HGNC:31259	OR4A40P	
HGNC:31260	OR4A41P	
HGNC:31261	OR4A42P	
HGNC:31262	OR4A43P	
HGNC:31263	OR4A44P	
HGNC:31264	OR4A45P	
HGNC:31265	OR4A46P	
HGNC:31266	OR4A47	Q6IF82
HGNC:31267	OR4A48P	
HGNC:31268	OR4A49P	
HGNC:31269	OR4A50P	
HGNC:8290	OR4B1	Q8NGF8
HGNC:8291	OR4B2P	
HGNC:8292	OR4C1P	
HGNC:14696	OR4C2P	
HGNC:14697	OR4C3	Q8NH37
HGNC:14700	OR4C4P	
HGNC:14702	OR4C5	Q8NGB2
HGNC:14743	OR4C6	Q8NH72
HGNC:14768	OR4C7P	
HGNC:14796	OR4C9P	
HGNC:14800	OR4C10P	
HGNC:15167	OR4C11	Q6IEV9
HGNC:15168	OR4C12	Q96R67
HGNC:15169	OR4C13	Q8NGP0
HGNC:15170	OR4C14P	
HGNC:15171	OR4C15	Q8NGM1
HGNC:15172	OR4C16	Q8NGL9
HGNC:31270	OR4C45	A6NMZ5
HGNC:31271	OR4C46	A6NHA9
HGNC:31272	OR4C48P	
HGNC:31273	OR4C49P	
HGNC:31274	OR4C50P	
HGNC:8293	OR4D1	Q15615
HGNC:8294	OR4D2	P58180
HGNC:14852	OR4D5	Q8NGN0
HGNC:15175	OR4D6	Q8NGJ1
HGNC:15176	OR4D7P	
HGNC:15177	OR4D8P	
HGNC:15178	OR4D9	Q8NGE8
HGNC:15173	OR4D10	Q8NGI6
HGNC:15174	OR4D11	Q8NGI4
HGNC:19587	OR4D12P	
HGNC:8296	OR4E1	P0C645
HGNC:8297	OR4E2	Q8NGC2
HGNC:8298	OR4F1P	
HGNC:8299	OR4F2P	
HGNC:8300	OR4F3	Q6IEY1
HGNC:8301	OR4F4	Q96R69
HGNC:14825	OR4F5	Q8NH21
HGNC:15372	OR4F6	Q8NGB9
HGNC:15089	OR4F7P	
HGNC:15395	OR4F8P	
HGNC:15076	OR4F13P	
HGNC:15077	OR4F14P	
HGNC:15078	OR4F15	Q8NGB8
HGNC:15079	OR4F16	Q6IEY1
HGNC:15381	OR4F17	Q8NGA8
HGNC:19583	OR4F21	O95013
HGNC:31229	OR4F28P	
HGNC:31275	OR4F29	Q6IEY1
HGNC:8302	OR4G1P	
HGNC:8303	OR4G2P	
HGNC:8304	OR4G3P	
HGNC:14822	OR4G4P	
HGNC:15039	OR4G6P	
HGNC:31276	OR4G11P	
HGNC:8312	OR4H6P	
HGNC:19433	OR4H12P	
HGNC:14726	OR4K1	Q8NGD4
HGNC:14728	OR4K2	Q8NGD2
HGNC:14731	OR4K3	Q96R72
HGNC:14744	OR4K4P	
HGNC:14745	OR4K5	Q8NGD3
HGNC:14748	OR4K6P	
HGNC:14756	OR4K7P	
HGNC:14787	OR4K8P	
HGNC:15402	OR4K11P	
HGNC:15403	OR4K12P	
HGNC:15351	OR4K13	Q8NH42
HGNC:15352	OR4K14	Q8NGD5
HGNC:15353	OR4K15	Q8NH41
HGNC:15354	OR4K16P	
HGNC:15355	OR4K17	Q8NGC6
HGNC:15356	OR4L1	Q8NH43
HGNC:14735	OR4M1	Q8NGD0
HGNC:15373	OR4M2	Q8NGB6
HGNC:14740	OR4N1P	
HGNC:14742	OR4N2	Q8NGD1
HGNC:15374	OR4N3P	
HGNC:15375	OR4N4	Q8N0Y3
HGNC:15358	OR4N5	Q8IXE1
HGNC:14754	OR4P1P	
HGNC:15180	OR4P4	Q8NGL7
HGNC:15376	OR4Q1P	
HGNC:15359	OR4Q2	P0C623
HGNC:15426	OR4Q3	Q8NH05
HGNC:14798	OR4R1P	
HGNC:15181	OR4R2P	
HGNC:15182	OR4R3P	
HGNC:14705	OR4S1	Q8NGB4
HGNC:15183	OR4S2	Q8NH73
HGNC:15360	OR4T1P	
HGNC:15361	OR4U1P	
HGNC:14736	OR4V1P	
HGNC:15405	OR4W1P	
HGNC:14854	OR4X1	Q8NH49
HGNC:15184	OR4X2	Q8NGF9
HGNC:31277	OR4X7P	
HGNC:8319	OR5A1	Q8NGJ0
HGNC:15249	OR5A2	Q8NGI9
HGNC:15047	OR5AC1	P0C628
HGNC:15431	OR5AC2	Q9NZP5
HGNC:31284	OR5AC4P	
HGNC:14714	OR5AH1P	
HGNC:15250	OR5AK1P	
HGNC:15251	OR5AK2	Q8NH90
HGNC:15252	OR5AK3P	Q8NH89
HGNC:15253	OR5AK4P	
HGNC:14844	OR5AL1	P0C617
HGNC:14850	OR5AL2P	
HGNC:15254	OR5AM1P	
HGNC:15255	OR5AN1	Q8NGI8
HGNC:15256	OR5AN2P	
HGNC:31285	OR5AO1P	
HGNC:15257	OR5AP1P	
HGNC:15258	OR5AP2	Q8NGF4
HGNC:15259	OR5AQ1P	
HGNC:15260	OR5AR1	Q8NGP9
HGNC:15261	OR5AS1	Q8N127
