HGNC ID	Approved Symbol	UniProt ID(supplied by UniProt)
HGNC:28984	KIAA0196	Q12768
HGNC:43440	KIAA0196-AS1	
HGNC:20420	KIAA0226L	Q9H714
HGNC:28992	KIAA0232	Q92628
HGNC:21580	KIAA0319	Q5VV43
HGNC:30071	KIAA0319L	Q8IZA0
HGNC:29016	KIAA0355	O15063
HGNC:29020	KIAA0368	Q5VYK3
HGNC:19958	KIAA0391	O15091
HGNC:21636	KIAA0408	Q6ZU52
HGNC:29562	KIAA0430	Q9Y4F3
HGNC:29058	KIAA0513	O60268
HGNC:29068	KIAA0556	O60303
HGNC:19960	KIAA0586	Q9BVV6
HGNC:29110	KIAA0753	Q2KHM9
HGNC:29111	KIAA0754	O94854
HGNC:28532	KIAA0825	Q8IV33
HGNC:22206	KIAA0895	Q8NCT3
HGNC:34408	KIAA0895L	Q68EN5
HGNC:29145	KIAA0907	Q7Z7F0
HGNC:29146	KIAA0922	A2VDJ0
HGNC:1314	KIAA0930	Q6ICG6
HGNC:29172	KIAA1024	Q9UPX6
HGNC:33914	KIAA1024L	P59773
HGNC:29174	KIAA1033	Q2M389
HGNC:29192	KIAA1107	Q9UPP5
HGNC:26953	KIAA1109	Q2LD37
HGNC:29198	KIAA1143	Q96AT1
HGNC:29472	KIAA1147	A4D1U4
HGNC:19918	KIAA1161	Q6NSJ0
HGNC:29209	KIAA1191	Q96A73
HGNC:29218	KIAA1210	Q9ULL0
HGNC:29219	KIAA1211	Q6ZU35
HGNC:33454	KIAA1211L	Q6NV74
HGNC:25428	KIAA1217	Q5T5P2
HGNC:29231	KIAA1257	Q9ULG3
HGNC:29618	KIAA1324	Q6UXG2
HGNC:21945	KIAA1324L	A8MWY0
HGNC:29248	KIAA1328	Q86T90
HGNC:24500	KIAA1429	Q69YN4
HGNC:26725	KIAA1456	Q8N9K7
HGNC:29283	KIAA1462	Q9P266
HGNC:29289	KIAA1468	Q9P260
HGNC:29301	KIAA1522	Q9P206
HGNC:29302	KIAA1524	Q8TCG1
HGNC:22219	KIAA1549	Q9HCM3
HGNC:24836	KIAA1549L	Q6ZVL6
HGNC:25559	KIAA1551	Q9HCM1
HGNC:21360	KIAA1586	Q9HCI6
HGNC:29327	KIAA1614	Q5VZ46
HGNC:50644	KIAA1614-AS1	
HGNC:29335	KIAA1644	Q3SXP7
HGNC:29345	KIAA1671	Q9BY89
HGNC:29350	KIAA1683	Q9H0B3
HGNC:21610	KIAA1715	Q9C0E8
HGNC:29372	KIAA1755	Q5JYT7
HGNC:29387	KIAA1841	Q6NSI8
HGNC:23427	KIAA1958	Q8N8K9
HGNC:51250	KIAA2012	Q0VF49
HGNC:28513	KIAA2013	Q8IYS2
HGNC:29433	KIAA2022	Q5QGS0
HGNC:23378	KIAA2026	Q5HYC2
HGNC:29508	KIDINS220	Q9ULH0
HGNC:888	KIF1A	Q12756
HGNC:16636	KIF1B	O60333
HGNC:23419	KIF1BP	Q96EK5
HGNC:6317	KIF1C	O43896
HGNC:6318	KIF2A	O00139
HGNC:29443	KIF2B	Q8N4N8
HGNC:6393	KIF2C	Q99661
HGNC:6319	KIF3A	Q9Y496
HGNC:6320	KIF3B	O15066
HGNC:6321	KIF3C	O14782
HGNC:13339	KIF4A	O95239
HGNC:6322	KIF4B	Q2VIQ3
HGNC:13340	KIF4CP	
HGNC:6323	KIF5A	Q12840
HGNC:6324	KIF5B	P33176
HGNC:6325	KIF5C	O60282
HGNC:21202	KIF6	Q6ZMV9
HGNC:30497	KIF7	Q2M1P5
HGNC:16666	KIF9	Q9HAQ2
HGNC:26822	KIF9-AS1	
HGNC:6388	KIF11	P52732
HGNC:21495	KIF12	Q96FN5
HGNC:14566	KIF13A	Q9H1H9
HGNC:14405	KIF13B	Q9NQT8
HGNC:19181	KIF14	Q15058
HGNC:17273	KIF15	Q9NS87
HGNC:15869	KIF16B	Q96L93
HGNC:19167	KIF17	Q9P2E2
HGNC:29441	KIF18A	Q8NI77
HGNC:27102	KIF18B	Q86Y91
HGNC:51808	KIF18BP1	
HGNC:26735	KIF19	Q2TAC6
HGNC:9787	KIF20A	O95235
HGNC:7212	KIF20B	Q96Q89
HGNC:19349	KIF21A	Q7Z4S6
HGNC:29442	KIF21B	O75037
HGNC:6391	KIF22	Q14807
HGNC:6392	KIF23	Q02241
HGNC:19916	KIF24	Q5T7B8
HGNC:6390	KIF25	Q9UIL4
HGNC:20953	KIF25-AS1	Q9Y6Z4
HGNC:20226	KIF26A	Q9ULI4
HGNC:25484	KIF26B	Q2KJY2
HGNC:18632	KIF27	Q86VH2
HGNC:49205	KIF28P	B7ZC32
HGNC:17060	KIFAP3	Q92845
HGNC:6389	KIFC1	Q9BW19
HGNC:29530	KIFC2	Q96AC6
HGNC:6326	KIFC3	Q9BVG8
HGNC:6327	KIN	O60870
HGNC:6329	KIR2DL1	P43626
HGNC:6330	KIR2DL2	P43627
HGNC:6331	KIR2DL3	P43628
HGNC:6332	KIR2DL4	Q99706
HGNC:16345	KIR2DL5A	Q8N109
HGNC:16346	KIR2DL5B	Q8NHK3
HGNC:16344	KIR2DP1	
HGNC:6333	KIR2DS1	Q14954
HGNC:6334	KIR2DS2	P43631
HGNC:6335	KIR2DS3	Q14952
HGNC:6336	KIR2DS4	P43632
HGNC:6337	KIR2DS5	Q14953
HGNC:6338	KIR3DL1	P43629
HGNC:6339	KIR3DL2	P43630
HGNC:16312	KIR3DL3	Q8N743
HGNC:16343	KIR3DP1	A8MWS1
HGNC:6340	KIR3DS1	Q14943
HGNC:25043	KIR3DX1	Q9H7L2
HGNC:15734	KIRREL	Q96J84
HGNC:41412	KIRREL-IT1	
HGNC:18816	KIRREL2	Q6UWL6
HGNC:23204	KIRREL3	Q8IZU9
HGNC:42655	KIRREL3-AS1	
HGNC:42656	KIRREL3-AS2	
HGNC:26855	KIRREL3-AS3	Q8N7Y1
HGNC:6341	KISS1	Q15726
HGNC:4510	KISS1R	Q969F8
HGNC:6342	KIT	P10721
HGNC:6343	KITLG	P21583
HGNC:15865	KIZ	Q2M2Z5
HGNC:51231	KIZ-AS1	
HGNC:6344	KL	Q9UEF7
HGNC:15527	KLB	Q86Z14
HGNC:6387	KLC1	Q07866
HGNC:20716	KLC2	Q9H0B6
HGNC:20717	KLC3	Q6P597
HGNC:21624	KLC4	Q9NSK0
HGNC:6345	KLF1	Q13351
HGNC:6347	KLF2	Q9Y5W3
HGNC:49280	KLF2P1	
HGNC:49281	KLF2P2	
HGNC:49282	KLF2P3	
HGNC:49283	KLF2P4	
HGNC:16516	KLF3	P57682
HGNC:25796	KLF3-AS1	
HGNC:41518	KLF3P1	
HGNC:41519	KLF3P2	
HGNC:6348	KLF4	O43474
HGNC:49738	KLF4P1	
HGNC:6349	KLF5	Q13887
HGNC:2235	KLF6	Q99612
HGNC:6350	KLF7	O75840
HGNC:41355	KLF7-IT1	
HGNC:17207	KLF7P1	
HGNC:6351	KLF8	O95600
HGNC:41520	KLF8P1	
HGNC:1123	KLF9	Q13886
HGNC:11810	KLF10	Q13118
HGNC:11811	KLF11	O14901
HGNC:6346	KLF12	Q9Y4X4
HGNC:13672	KLF13	Q9Y2Y9
HGNC:23025	KLF14	Q8TD94
HGNC:14536	KLF15	Q9UIH9
HGNC:16857	KLF16	Q9BXK1
HGNC:18830	KLF17	Q5JT82
HGNC:41521	KLF17P1	
HGNC:49135	KLF17P2	
HGNC:51793	KLF18	
HGNC:19836	KLHDC1	Q8N7A1
HGNC:20231	KLHDC2	Q9Y2U9
HGNC:20704	KLHDC3	Q9BQ90
HGNC:25272	KLHDC4	Q8TBB5
HGNC:26791	KLHDC7A	Q5VTJ3
HGNC:25145	KLHDC7B	Q96G42
HGNC:25573	KLHDC8A	Q8IYD2
HGNC:28557	KLHDC8B	Q8IXV7
HGNC:28489	KLHDC9	Q8NEP7
HGNC:22194	KLHDC10	Q6PID8
HGNC:6352	KLHL1	Q9NR64
HGNC:6353	KLHL2	O95198
HGNC:44046	KLHL2P1	
HGNC:6354	KLHL3	Q9UH77
HGNC:6355	KLHL4	Q9C0H6
HGNC:6356	KLHL5	Q96PQ7
HGNC:18653	KLHL6	Q8WZ60
HGNC:40850	KLHL6-AS1	
HGNC:15646	KLHL7	Q8IXQ5
HGNC:43431	KLHL7-AS1	
HGNC:18644	KLHL8	Q9P2G9
HGNC:18732	KLHL9	Q9P2J3
HGNC:18829	KLHL10	Q6JEL2
HGNC:19008	KLHL11	Q9NVR0
HGNC:19360	KLHL12	Q53G59
HGNC:22931	KLHL13	Q9P2N7
HGNC:29266	KLHL14	Q9P2G3
HGNC:29347	KLHL15	Q96M94
HGNC:24023	KLHL17	Q6TDP4
HGNC:29120	KLHL18	O94889
HGNC:25056	KLHL20	Q9Y2M5
HGNC:29041	KLHL21	Q9UJP4
HGNC:25888	KLHL22	Q53GT1
HGNC:27506	KLHL23	Q8NBE8
HGNC:25947	KLHL24	Q6TFL4
HGNC:25732	KLHL25	Q9H0H3
HGNC:25623	KLHL26	Q53HC5
HGNC:19741	KLHL28	Q9NXS3
HGNC:29404	KLHL29	Q96CT2
HGNC:24770	KLHL30	Q0D2K2
HGNC:31018	KLHL30-AS1	Q8NEE0
HGNC:21353	KLHL31	Q9H511
HGNC:21221	KLHL32	Q96NJ5
HGNC:31952	KLHL33	A6NCF5
HGNC:26634	KLHL34	Q8N239
HGNC:26597	KLHL35	Q6PF15
HGNC:17844	KLHL36	Q8N4N3
HGNC:34435	KLHL38	Q2WGJ6
HGNC:30372	KLHL40	Q2TBA0
HGNC:16905	KLHL41	O60662
HGNC:29252	KLHL42	Q9P2K6
HGNC:6357	KLK1	P06870
HGNC:6363	KLK2	P20151
HGNC:6364	KLK3	P07288
HGNC:6365	KLK4	Q9Y5K2
HGNC:6366	KLK5	Q9Y337
HGNC:6367	KLK6	Q92876
HGNC:6368	KLK7	P49862
HGNC:6369	KLK8	O60259
HGNC:6370	KLK9	Q9UKQ9
HGNC:6358	KLK10	O43240
HGNC:6359	KLK11	Q9UBX7
HGNC:6360	KLK12	Q9UKR0
HGNC:6361	KLK13	Q9UKR3
HGNC:6362	KLK14	Q9P0G3
HGNC:20453	KLK15	Q9H2R5
HGNC:6371	KLKB1	P03952
HGNC:21260	KLKP1	Q107X0
HGNC:37212	KLLN	B2CW77
HGNC:6372	KLRA1P	
HGNC:6373	KLRB1	Q12918
HGNC:6374	KLRC1	P26715
HGNC:6375	KLRC2	P26717
HGNC:6376	KLRC3	Q07444
HGNC:6377	KLRC4	O43908
HGNC:48357	KLRC4-KLRK1	
HGNC:6378	KLRD1	Q13241
HGNC:13342	KLRF1	Q9NZS2
HGNC:37646	KLRF2	D3W0D1
HGNC:6380	KLRG1	Q96E93
HGNC:24778	KLRG2	A4D1S0
HGNC:18788	KLRK1	P26718
HGNC:6381	KMO	O15229
HGNC:6382	KMS	
HGNC:7132	KMT2A	Q03164
HGNC:15840	KMT2B	Q9UMN6
HGNC:13726	KMT2C	Q8NEZ4
HGNC:7133	KMT2D	O14686
HGNC:18541	KMT2E	Q8IZD2
HGNC:40845	KMT2E-AS1	
HGNC:29489	KMT5A	Q9NQR1
HGNC:24283	KMT5B	Q4FZB7
HGNC:28405	KMT5C	Q86Y97
HGNC:26488	KNCN	A6PVL3
HGNC:29374	KNDC1	Q76NI1
HGNC:6383	KNG1	P01042
HGNC:34404	KNOP1	Q1ED39
HGNC:48919	KNOP1P1	
HGNC:48920	KNOP1P2	
HGNC:48921	KNOP1P3	
HGNC:48922	KNOP1P4	
HGNC:48923	KNOP1P5	
HGNC:30767	KNSTRN	Q9Y448
HGNC:17255	KNTC1	P50748
HGNC:6394	KPNA1	P52294
HGNC:6395	KPNA2	P52292
HGNC:6396	KPNA3	O00505
HGNC:6397	KPNA4	O00629
HGNC:6398	KPNA5	O15131
HGNC:6399	KPNA6	O60684
HGNC:21839	KPNA7	A9QM74
HGNC:6400	KPNB1	Q14974
HGNC:31823	KPRP	Q5T749
HGNC:6404	KPTN	Q9Y664
HGNC:6407	KRAS	P01116
HGNC:6406	KRASP1	
HGNC:22228	KRBA1	A5PL33
HGNC:26989	KRBA2	Q6ZNG9
HGNC:38708	KRBOX1	C9JBD0
HGNC:42942	KRBOX1-AS1	
HGNC:26007	KRBOX4	Q5JUW0
HGNC:28039	KRCC1	Q9NPI7
HGNC:17550	KREMEN1	Q96MU8
HGNC:18797	KREMEN2	Q8NCW0
HGNC:25769	KRI1	Q8N9T8
HGNC:1573	KRIT1	O00522
HGNC:5176	KRR1	Q13601
HGNC:39580	KRR1P1	
HGNC:6412	KRT1	P04264
HGNC:6439	KRT2	P35908
HGNC:6440	KRT3	P12035
HGNC:6441	KRT4	P19013
HGNC:6442	KRT5	P13647
HGNC:6443	KRT6A	P02538
HGNC:6444	KRT6B	P04259
HGNC:20406	KRT6C	P48668
HGNC:6445	KRT7	P08729
HGNC:6446	KRT8	P05787
HGNC:20281	KRT8P1	
HGNC:20282	KRT8P2	
HGNC:31056	KRT8P3	
HGNC:31057	KRT8P4	
HGNC:31094	KRT8P5	
HGNC:33360	KRT8P6	
HGNC:33361	KRT8P7	
HGNC:33362	KRT8P8	
HGNC:33363	KRT8P9	
HGNC:33364	KRT8P10	
HGNC:31058	KRT8P11	
HGNC:28057	KRT8P12	
HGNC:33365	KRT8P13	
HGNC:33366	KRT8P14	
HGNC:33367	KRT8P15	
HGNC:33368	KRT8P16	
HGNC:33369	KRT8P17	
HGNC:33370	KRT8P18	
HGNC:33371	KRT8P19	
HGNC:33372	KRT8P20	
HGNC:33373	KRT8P21	
HGNC:33374	KRT8P22	
HGNC:33375	KRT8P23	
HGNC:33376	KRT8P24	
HGNC:33377	KRT8P25	
HGNC:33378	KRT8P26	
HGNC:33379	KRT8P27	
HGNC:33380	KRT8P28	
HGNC:33381	KRT8P29	
HGNC:33382	KRT8P30	
HGNC:39865	KRT8P31	
HGNC:39866	KRT8P32	
HGNC:39867	KRT8P33	
HGNC:39868	KRT8P34	
HGNC:39869	KRT8P35	
HGNC:39870	KRT8P36	
HGNC:39871	KRT8P37	
HGNC:39872	KRT8P38	
HGNC:39873	KRT8P39	
HGNC:39874	KRT8P40	
HGNC:39875	KRT8P41	
HGNC:39876	KRT8P42	
HGNC:39877	KRT8P43	
HGNC:39878	KRT8P44	
HGNC:39879	KRT8P45	
HGNC:39880	KRT8P46	
HGNC:44461	KRT8P47	
HGNC:48344	KRT8P48	
HGNC:48345	KRT8P49	
HGNC:48346	KRT8P50	
HGNC:48883	KRT8P51	
HGNC:6447	KRT9	P35527
HGNC:6413	KRT10	P13645
HGNC:6414	KRT12	Q99456
HGNC:6415	KRT13	P13646
HGNC:6416	KRT14	P02533
HGNC:6421	KRT15	P19012
HGNC:6423	KRT16	P08779
HGNC:6420	KRT16P1	
HGNC:37807	KRT16P2	
HGNC:37808	KRT16P3	
HGNC:37809	KRT16P4	
HGNC:37810	KRT16P5	
HGNC:50719	KRT16P6	
HGNC:6427	KRT17	Q04695
HGNC:6428	KRT17P1	
HGNC:6429	KRT17P2	
HGNC:33697	KRT17P3	
HGNC:50722	KRT17P4	
HGNC:50723	KRT17P5	
HGNC:50724	KRT17P6	
HGNC:50725	KRT17P7	
HGNC:50726	KRT17P8	
HGNC:6430	KRT18	P05783
HGNC:6434	KRT18P1	
HGNC:6435	KRT18P2	
HGNC:16540	KRT18P3	
HGNC:16604	KRT18P4	
HGNC:19259	KRT18P5	
HGNC:20280	KRT18P6	
HGNC:20283	KRT18P7	
HGNC:31093	KRT18P8	
HGNC:17767	KRT18P9	
HGNC:23962	KRT18P10	
HGNC:6431	KRT18P11	
HGNC:33410	KRT18P12	
HGNC:6432	KRT18P13	
HGNC:6433	KRT18P14	
HGNC:32449	KRT18P15	
HGNC:33384	KRT18P16	
HGNC:33385	KRT18P17	
HGNC:33386	KRT18P18	
HGNC:33387	KRT18P19	
HGNC:33388	KRT18P20	
HGNC:33389	KRT18P21	
HGNC:33390	KRT18P22	
HGNC:33392	KRT18P23	
HGNC:33393	KRT18P24	
HGNC:33394	KRT18P25	
HGNC:33395	KRT18P26	
HGNC:33396	KRT18P27	
HGNC:33397	KRT18P28	
HGNC:33398	KRT18P29	
HGNC:33399	KRT18P30	
HGNC:33400	KRT18P31	
HGNC:33401	KRT18P32	
HGNC:33402	KRT18P33	
HGNC:33403	KRT18P34	
HGNC:33404	KRT18P35	
HGNC:33405	KRT18P36	
HGNC:33406	KRT18P37	
HGNC:33407	KRT18P38	
HGNC:33408	KRT18P39	
HGNC:33409	KRT18P40	
HGNC:33411	KRT18P41	
HGNC:33412	KRT18P42	
HGNC:33413	KRT18P43	
HGNC:33414	KRT18P44	
HGNC:33415	KRT18P45	
HGNC:33416	KRT18P46	
HGNC:33417	KRT18P47	
HGNC:33418	KRT18P48	
HGNC:33419	KRT18P49	
HGNC:33420	KRT18P50	
HGNC:33421	KRT18P51	
HGNC:37888	KRT18P52	
HGNC:38714	KRT18P53	
HGNC:39425	KRT18P54	
HGNC:26874	KRT18P55	
HGNC:43923	KRT18P56	
HGNC:48884	KRT18P57	
HGNC:48885	KRT18P58	
HGNC:48886	KRT18P59	
HGNC:48887	KRT18P60	
HGNC:48888	KRT18P61	
HGNC:48889	KRT18P62	
HGNC:48890	KRT18P63	
HGNC:48891	KRT18P64	
HGNC:48892	KRT18P65	
HGNC:48893	KRT18P66	
HGNC:48894	KRT18P67	
HGNC:48895	KRT18P68	
HGNC:6436	KRT19	P08727
HGNC:33422	KRT19P1	
HGNC:33423	KRT19P2	
HGNC:33424	KRT19P3	
HGNC:45073	KRT19P4	
HGNC:45076	KRT19P6	
HGNC:20412	KRT20	P35900
HGNC:6438	KRT23	Q9C075
HGNC:18527	KRT24	Q2M2I5
HGNC:30839	KRT25	Q7Z3Z0
HGNC:30840	KRT26	Q7Z3Y9
HGNC:30841	KRT27	Q7Z3Y8
HGNC:30842	KRT28	Q7Z3Y7
HGNC:6448	KRT31	Q15323
HGNC:6449	KRT32	Q14532
HGNC:6450	KRT33A	O76009
HGNC:6451	KRT33B	Q14525
HGNC:6452	KRT34	O76011
HGNC:6453	KRT35	Q92764
HGNC:6454	KRT36	O76013
HGNC:6455	KRT37	O76014
HGNC:6456	KRT38	O76015
HGNC:32971	KRT39	Q6A163
HGNC:26707	KRT40	Q6A162
HGNC:6457	KRT41P	
HGNC:27581	KRT42P	
HGNC:48870	KRT43P	
HGNC:28927	KRT71	Q3SY84
HGNC:28932	KRT72	Q14CN4
HGNC:28928	KRT73	Q86Y46
HGNC:49607	KRT73-AS1	
HGNC:28929	KRT74	Q7RTS7
HGNC:24431	KRT75	O95678
HGNC:24430	KRT76	Q01546
HGNC:20411	KRT77	Q7Z794
HGNC:28926	KRT78	Q8N1N4
HGNC:28930	KRT79	Q5XKE5
HGNC:27056	KRT80	Q6KB66
HGNC:6458	KRT81	Q14533
HGNC:6459	KRT82	Q9NSB4
HGNC:6460	KRT83	P78385
HGNC:6461	KRT84	Q9NSB2
HGNC:6462	KRT85	P78386
HGNC:6463	KRT86	O43790
HGNC:30198	KRT87P	A6NCN2
HGNC:30197	KRT88P	
HGNC:30196	KRT89P	
HGNC:30195	KRT90P	
HGNC:48875	KRT125P	
HGNC:32970	KRT126P	
HGNC:40019	KRT127P	
HGNC:48882	KRT128P	
HGNC:28695	KRT222	Q8N1A0
HGNC:32968	KRT223P	
HGNC:16772	KRTAP1-1	Q07627
HGNC:16771	KRTAP1-3	Q8IUG1
HGNC:18904	KRTAP1-4	P0C5Y4
HGNC:16777	KRTAP1-5	Q9BYS1
HGNC:16775	KRTAP2-1	Q9BYU5
HGNC:18905	KRTAP2-2	Q9BYT5
HGNC:18906	KRTAP2-3	P0C7H8
HGNC:18891	KRTAP2-4	Q9BYR9
HGNC:18920	KRTAP2-5P	
HGNC:16778	KRTAP3-1	Q9BYR8
HGNC:16779	KRTAP3-2	Q9BYR7
HGNC:18890	KRTAP3-3	Q9BYR6
HGNC:18919	KRTAP3-4P	
HGNC:18907	KRTAP4-1	Q9BYQ7
HGNC:18900	KRTAP4-2	Q9BYR5
HGNC:18908	KRTAP4-3	Q9BYR4
HGNC:16928	KRTAP4-4	Q9BYR3
HGNC:18899	KRTAP4-5	Q9BYR2
HGNC:18909	KRTAP4-6	Q9BYQ5
HGNC:18898	KRTAP4-7	Q9BYR0
HGNC:17230	KRTAP4-8	Q9BYQ9
HGNC:18910	KRTAP4-9	Q9BYQ8
HGNC:18911	KRTAP4-11	Q9BYQ6
HGNC:16776	KRTAP4-12	Q9BQ66
HGNC:18921	KRTAP4-16P	
HGNC:23596	KRTAP5-1	Q6L8H4
HGNC:23597	KRTAP5-2	Q701N4
HGNC:23598	KRTAP5-3	Q6L8H2
HGNC:23599	KRTAP5-4	Q6L8H1
HGNC:23601	KRTAP5-5	Q701N2
HGNC:23600	KRTAP5-6	Q6L8G9
HGNC:23602	KRTAP5-7	Q6L8G8
HGNC:23603	KRTAP5-8	O75690
HGNC:23604	KRTAP5-9	P26371
HGNC:23605	KRTAP5-10	Q6L8G5
HGNC:23606	KRTAP5-11	Q6L8G4
HGNC:23607	KRTAP5-13P	
HGNC:23608	KRTAP5-14P	
HGNC:27877	KRTAP5-AS1	
HGNC:18931	KRTAP6-1	Q3LI64
HGNC:18932	KRTAP6-2	Q3LI66
HGNC:18933	KRTAP6-3	Q3LI67
HGNC:18934	KRTAP7-1	Q8IUC3
HGNC:18935	KRTAP8-1	Q8IUC2
HGNC:18948	KRTAP8-2P	
HGNC:18949	KRTAP8-3P	
HGNC:18912	KRTAP9-1	A8MXZ3
HGNC:16926	KRTAP9-2	Q9BYQ4
HGNC:16927	KRTAP9-3	Q9BYQ3
HGNC:18902	KRTAP9-4	Q9BYQ2
HGNC:18914	KRTAP9-6	A8MVA2
HGNC:18915	KRTAP9-7	A8MTY7
HGNC:17231	KRTAP9-8	Q9BYQ0
HGNC:16773	KRTAP9-9	Q9BYP9
HGNC:34210	KRTAP9-10P	
HGNC:18918	KRTAP9-11P	
HGNC:48873	KRTAP9-12P	
HGNC:22966	KRTAP10-1	P60331
HGNC:22967	KRTAP10-2	P60368
HGNC:22968	KRTAP10-3	P60369
HGNC:20521	KRTAP10-4	P60372
HGNC:22969	KRTAP10-5	P60370
HGNC:20523	KRTAP10-6	P60371
HGNC:22970	KRTAP10-7	P60409
HGNC:20525	KRTAP10-8	P60410
HGNC:22971	KRTAP10-9	P60411
HGNC:22972	KRTAP10-10	P60014
HGNC:20528	KRTAP10-11	P60412
HGNC:20533	KRTAP10-12	P60413
HGNC:34213	KRTAP10-13P	
HGNC:18922	KRTAP11-1	Q8IUC1
HGNC:20529	KRTAP12-1	P59990
HGNC:20530	KRTAP12-2	P59991
HGNC:20531	KRTAP12-3	P60328
HGNC:20532	KRTAP12-4	P60329
HGNC:34212	KRTAP12-5P	
HGNC:18924	KRTAP13-1	Q8IUC0
HGNC:18923	KRTAP13-2	Q52LG2
HGNC:18925	KRTAP13-3	Q3SY46
HGNC:18926	KRTAP13-4	Q3LI77
HGNC:18929	KRTAP13-5P	
HGNC:18930	KRTAP13-6P	
HGNC:18927	KRTAP15-1	Q3LI76
HGNC:18916	KRTAP16-1	A8MUX0
HGNC:18917	KRTAP17-1	Q9BYP8
HGNC:18936	KRTAP19-1	Q8IUB9
HGNC:18937	KRTAP19-2	Q3LHN2
HGNC:18938	KRTAP19-3	Q7Z4W3
HGNC:18939	KRTAP19-4	Q3LI73
HGNC:18940	KRTAP19-5	Q3LI72
HGNC:18941	KRTAP19-6	Q3LI70
HGNC:18942	KRTAP19-7	Q3SYF9
HGNC:33898	KRTAP19-8	Q3LI54
HGNC:18950	KRTAP19-9P	
HGNC:18951	KRTAP19-10P	
HGNC:18952	KRTAP19-11P	
HGNC:18943	KRTAP20-1	Q3LI63
HGNC:18944	KRTAP20-2	Q3LI61
HGNC:34001	KRTAP20-3	Q3LI60
HGNC:34002	KRTAP20-4	Q3LI62
HGNC:18945	KRTAP21-1	Q3LI58
HGNC:18946	KRTAP21-2	Q3LI59
HGNC:34216	KRTAP21-3	Q3LHN1
HGNC:18954	KRTAP21-4P	
HGNC:18947	KRTAP22-1	Q3MIV0
HGNC:37091	KRTAP22-2	Q3LI68
HGNC:18928	KRTAP23-1	A1A580
HGNC:33902	KRTAP24-1	Q3LI83
HGNC:34003	KRTAP25-1	Q3LHN0
HGNC:33760	KRTAP26-1	Q6PEX3
HGNC:33864	KRTAP27-1	Q3LI81
HGNC:34211	KRTAP29-1	A8MX34
HGNC:28942	KRTCAP2	Q8N6L1
HGNC:28943	KRTCAP3	Q53RY4
HGNC:16313	KRTDAP	P60985
HGNC:6465	KSR1	Q8IVT5
HGNC:44977	KSR1P1	
HGNC:18610	KSR2	Q6VAB6
HGNC:6466	KSS	
HGNC:25160	KTI12	Q96EK9
HGNC:6467	KTN1	Q86UP2
HGNC:19842	KTN1-AS1	Q86SY8
HGNC:6468	KWE	
HGNC:28420	KXD1	Q9BQD3
HGNC:26576	KY	Q8NBH2
HGNC:6469	KYNU	Q16719
HGNC:39199	KYNUP1	
HGNC:39200	KYNUP2	
HGNC:39201	KYNUP3	
HGNC:6470	L1CAM	P32004
HGNC:6686	L1RE1	Q9UN81
HGNC:6687	L1RE2	
HGNC:16899	L1RE3	
HGNC:37056	L1RE4	
HGNC:25595	L1TD1	Q5T7N2
HGNC:49127	L1TD1P1	
HGNC:20499	L2HGDH	Q9H9P8
HGNC:20488	L3HYPDH	Q96EM0
HGNC:15905	L3MBTL1	Q9Y468
HGNC:18594	L3MBTL2	Q969R5
HGNC:23035	L3MBTL3	Q96JM7
HGNC:26677	L3MBTL4	Q8NA19
HGNC:51320	L3MBTL4-AS1	
HGNC:26789	LACC1	Q8IV20
HGNC:16411	LACE1	Q8WV93
HGNC:16430	LACRT	Q9GZZ8
HGNC:16468	LACTB	P83111
HGNC:18512	LACTB2	Q53H82
HGNC:27841	LACTB2-AS1	
HGNC:35445	LACTBL1	A8MY62
HGNC:6472	LAD1	O00515
HGNC:6476	LAG3	P18627
HGNC:26058	LAGE3	Q14657
HGNC:49909	LAGE3P1	
HGNC:6477	LAIR1	Q6GTX8
HGNC:6478	LAIR2	Q6ISS4
HGNC:6479	LAKLG	
HGNC:6480	LALBA	P00709
HGNC:6481	LAMA1	P25391
HGNC:6482	LAMA2	P24043
HGNC:6483	LAMA3	Q16787
HGNC:6484	LAMA4	Q16363
HGNC:6485	LAMA5	O15230
HGNC:40334	LAMA5-AS1	
HGNC:6486	LAMB1	P07942
HGNC:6487	LAMB2	P55268
HGNC:6488	LAMB2P1	
HGNC:6490	LAMB3	Q13751
HGNC:6491	LAMB4	A4D0S4
HGNC:6492	LAMC1	P11047
HGNC:6493	LAMC2	Q13753
HGNC:6494	LAMC3	Q9Y6N6
HGNC:6499	LAMP1	P11279
HGNC:6500	LAMP1P1	
HGNC:6501	LAMP2	P13473
HGNC:14582	LAMP3	Q9UQV4
HGNC:16097	LAMP5	Q9UJQ1
HGNC:40754	LAMP5-AS1	
HGNC:26068	LAMTOR1	Q6IAA8
HGNC:29796	LAMTOR2	Q9Y2Q5
HGNC:15606	LAMTOR3	Q9UHA4
HGNC:39726	LAMTOR3P1	
HGNC:39727	LAMTOR3P2	
HGNC:33772	LAMTOR4	Q0VGL1
HGNC:17955	LAMTOR5	O43504
HGNC:40823	LAMTOR5-AS1	
HGNC:31854	LAMTOR5P1	
HGNC:6508	LANCL1	O43813
HGNC:50727	LANCL1-AS1	
HGNC:6509	LANCL2	Q9NS86
HGNC:24767	LANCL3	Q6ZV70
HGNC:18449	LAP3	P28838
HGNC:42364	LAP3P1	
HGNC:42365	LAP3P2	
HGNC:6924	LAPTM4A	Q15012
HGNC:13646	LAPTM4B	Q86VI4
